variable	gene	gene_id	seqnames	logFC	CI.L	CI.R	P.Value	adj.P.Val
TYROBP causal network in microglia	CYTL1	ENSG00000170891.11	chr4	0.662879772781811	0.218899583225412	1.10685996233821	0.00349292106617918	0.0175923648727341
protein phosphorylation	PLK5	ENSG00000185988.15	chr19	0.656862685071081	0.313980582943076	0.999744787199087	0.000184703135599046	0.00243090279038885
tube morphogenesis	ADRA2B	ENSG00000274286.2	chr2	0.654713541547962	0.240881087805189	1.06854599529074	0.00197809484478703	0.0117624352123599
regulation of kinase activity	ADRA2B	ENSG00000274286.2	chr2	0.654713541547962	0.240881087805189	1.06854599529074	0.00197809484478703	0.0117624352123599
regulation of cytoskeleton organization	ADRA2B	ENSG00000274286.2	chr2	0.654713541547962	0.240881087805189	1.06854599529074	0.00197809484478703	0.0117624352123599
hemopoiesis	ADRA2B	ENSG00000274286.2	chr2	0.654713541547962	0.240881087805189	1.06854599529074	0.00197809484478703	0.0117624352123599
positive regulation of cytokine production	EBI3	ENSG00000105246.6	chr19	0.653539513755933	0.272389424311679	1.03468960320019	0.000806804474072652	0.00641287520609525
hemopoiesis	EBI3	ENSG00000105246.6	chr19	0.653539513755933	0.272389424311679	1.03468960320019	0.000806804474072652	0.00641287520609525
cellular response to cytokine stimulus	EBI3	ENSG00000105246.6	chr19	0.653539513755933	0.272389424311679	1.03468960320019	0.000806804474072652	0.00641287520609525
in utero embryonic development	ATOH8	ENSG00000168874.13	chr2	0.653369901985045	0.389352657472539	0.91738714649755	1.49520563797362e-06	0.000117813897574332
tube morphogenesis	ATOH8	ENSG00000168874.13	chr2	0.653369901985045	0.389352657472539	0.91738714649755	1.49520563797362e-06	0.000117813897574332
positive regulation of immune response	C1QB	ENSG00000173369.17	chr1	0.648432681511374	0.236213755796063	1.06065160722669	0.00209832382422909	0.0122420924718392
Cellular response to starvation	C1QB	ENSG00000173369.17	chr1	0.648432681511374	0.236213755796063	1.06065160722669	0.00209832382422909	0.0122420924718392
positive regulation of cytokine production	CLEC4E	ENSG00000166523.8	chr12	0.648392612200732	0.193725412096615	1.10305981230485	0.00526214941454987	0.0236180585906838
positive regulation of immune response	CLEC4E	ENSG00000166523.8	chr12	0.648392612200732	0.193725412096615	1.10305981230485	0.00526214941454987	0.0236180585906838
hemopoiesis	CLEC4E	ENSG00000166523.8	chr12	0.648392612200732	0.193725412096615	1.10305981230485	0.00526214941454987	0.0236180585906838
in utero embryonic development	ZNF358	ENSG00000198816.7	chr19	0.646234916167579	0.367815942043704	0.924653890291454	6.23502015280805e-06	0.000279456260039529
apoptotic signaling pathway	NUPR1	ENSG00000176046.9	chr16	0.646061575149435	0.374166669931072	0.917956480367797	3.77151862984481e-06	0.0002103811564062
positive regulation of cytokine production	NUPR1	ENSG00000176046.9	chr16	0.646061575149435	0.374166669931072	0.917956480367797	3.77151862984481e-06	0.0002103811564062
positive regulation of cell death	NUPR1	ENSG00000176046.9	chr16	0.646061575149435	0.374166669931072	0.917956480367797	3.77151862984481e-06	0.0002103811564062
actin filament-based process	PARVG	ENSG00000138964.17	chr22	0.637424895021417	0.278346804700849	0.996502985341985	0.000525202434151204	0.0048277614611535
regulation of kinase activity	ARHGEF5	ENSG00000050327.15	chr7	0.635513448860942	0.317622066733209	0.953404830988676	9.62108582078646e-05	0.00158442532925758
actin filament-based process	ARHGEF5	ENSG00000050327.15	chr7	0.635513448860942	0.317622066733209	0.953404830988676	9.62108582078646e-05	0.00158442532925758
regulation of cytoskeleton organization	ARHGEF5	ENSG00000050327.15	chr7	0.635513448860942	0.317622066733209	0.953404830988676	9.62108582078646e-05	0.00158442532925758
positive regulation of protein localization	ARHGEF5	ENSG00000050327.15	chr7	0.635513448860942	0.317622066733209	0.953404830988676	9.62108582078646e-05	0.00158442532925758
apoptotic signaling pathway	BOK	ENSG00000176720.6	chr2	0.631079117783813	0.355537116133087	0.906621119434538	8.22128280363111e-06	0.000335962369875376
regulation of cytoskeleton organization	BOK	ENSG00000176720.6	chr2	0.631079117783813	0.355537116133087	0.906621119434538	8.22128280363111e-06	0.000335962369875376
positive regulation of cell death	BOK	ENSG00000176720.6	chr2	0.631079117783813	0.355537116133087	0.906621119434538	8.22128280363111e-06	0.000335962369875376
cellular response to cytokine stimulus	FOXF1	ENSG00000103241.7	chr16	0.626024688826084	0.246078855976175	1.00597052167599	0.00127880245544702	0.00866357158683125
in utero embryonic development	FOXF1	ENSG00000103241.7	chr16	0.626024688826084	0.246078855976175	1.00597052167599	0.00127880245544702	0.00866357158683125
tube morphogenesis	FOXF1	ENSG00000103241.7	chr16	0.626024688826084	0.246078855976175	1.00597052167599	0.00127880245544702	0.00866357158683125
positive regulation of immune response	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
positive regulation of cell death	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
cellular response to cytokine stimulus	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
IL-18 signaling pathway	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
positive regulation of protein localization	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
tube morphogenesis	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
negative regulation of cell differentiation	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
positive regulation of cytokine production	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
regulation of kinase activity	ZC3H12A	ENSG00000163874.11	chr1	0.621713104793791	0.265992231483221	0.977433978104361	0.000638932560459214	0.00544939680705954
positive regulation of cell death	GADD45G	ENSG00000130222.11	chr9	0.619877075500324	0.290298655608424	0.949455495392223	0.000240921462663801	0.00288744479120474
regulation of kinase activity	GADD45G	ENSG00000130222.11	chr9	0.619877075500324	0.290298655608424	0.949455495392223	0.000240921462663801	0.00288744479120474
positive regulation of immune response	LAT2	ENSG00000086730.17	chr7	0.618622586636426	0.31671687265986	0.920528300612992	6.44062197272741e-05	0.00120193870314727
hemopoiesis	LAT2	ENSG00000086730.17	chr7	0.618622586636426	0.31671687265986	0.920528300612992	6.44062197272741e-05	0.00120193870314727
positive regulation of cytokine production	ALOX15B	ENSG00000179593.16	chr17	0.617683982811416	0.201212713917919	1.03415525170491	0.00371472927891221	0.01837188661116
actin filament-based process	SMTN	ENSG00000183963.19	chr22	0.61416531102406	0.31937120423296	0.90895941781516	4.86376874731964e-05	0.00101594745424498
in utero embryonic development	ITGA5	ENSG00000161638.11	chr12	0.61281107707971	0.291899735456072	0.933722418703349	0.000193564750804257	0.00250984888189696
regulation of kinase activity	ITGA5	ENSG00000161638.11	chr12	0.61281107707971	0.291899735456072	0.933722418703349	0.000193564750804257	0.00250984888189696
Cellular response to starvation	ITGA5	ENSG00000161638.11	chr12	0.61281107707971	0.291899735456072	0.933722418703349	0.000193564750804257	0.00250984888189696
tube morphogenesis	ITGA5	ENSG00000161638.11	chr12	0.61281107707971	0.291899735456072	0.933722418703349	0.000193564750804257	0.00250984888189696
tube morphogenesis	TEAD2	ENSG00000074219.14	chr19	0.609969076004544	0.347783343669334	0.872154808339753	5.93828861956773e-06	0.000275237736899768
in utero embryonic development	TEAD2	ENSG00000074219.14	chr19	0.609969076004544	0.347783343669334	0.872154808339753	5.93828861956773e-06	0.000275237736899768
regulation of kinase activity	SERTAD1	ENSG00000197019.5	chr19	0.608310223540613	0.355645908978432	0.860974538102793	2.81766972037415e-06	0.000179983150822846
Viral Infection Pathways	FXYD3	ENSG00000089356.19	chr19	0.608010944626199	0.275991985089196	0.940029904163203	0.000348907972884026	0.0036838315857601
Cellular responses to stress	H2BC5	ENSG00000158373.8	chr6	0.606888746316353	0.299181288662707	0.91459620397	0.000118994530547087	0.00183845253458534
Viral Infection Pathways	H2BC5	ENSG00000158373.8	chr6	0.606888746316353	0.299181288662707	0.91459620397	0.000118994530547087	0.00183845253458534
tube morphogenesis	GJA5	ENSG00000265107.3	chr1	0.606146818986082	0.16338630712919	1.04890733084297	0.00737235372438837	0.0301592422477647
regulation of cytoskeleton organization	GJA5	ENSG00000265107.3	chr1	0.606146818986082	0.16338630712919	1.04890733084297	0.00737235372438837	0.0301592422477647
positive regulation of cytokine production	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
cellular response to cytokine stimulus	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
hemopoiesis	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
positive regulation of protein localization	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
positive regulation of immune response	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
regulation of cytoskeleton organization	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
Cellular response to starvation	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
regulation of kinase activity	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
negative regulation of cell differentiation	TREM2	ENSG00000095970.17	chr6	0.604246547355161	0.257491539860157	0.951001554850165	0.000662855942275601	0.00559267449690354
Viral Infection Pathways	TUBA8	ENSG00000183785.16	chr22	0.599946633800029	0.286211343221526	0.913681924378531	0.000189639817370006	0.00246887197670567
Cellular responses to stress	TUBA8	ENSG00000183785.16	chr22	0.599946633800029	0.286211343221526	0.913681924378531	0.000189639817370006	0.00246887197670567
Cellular response to starvation	TUBA8	ENSG00000183785.16	chr22	0.599946633800029	0.286211343221526	0.913681924378531	0.000189639817370006	0.00246887197670567
Cellular response to starvation	C1QC	ENSG00000159189.12	chr1	0.598715902703616	0.174971687815503	1.02246011759173	0.00569340241507356	0.0250400454898982
positive regulation of immune response	C1QC	ENSG00000159189.12	chr1	0.598715902703616	0.174971687815503	1.02246011759173	0.00569340241507356	0.0250400454898982
TYROBP causal network in microglia	C1QC	ENSG00000159189.12	chr1	0.598715902703616	0.174971687815503	1.02246011759173	0.00569340241507356	0.0250400454898982
negative regulation of cell differentiation	C1QC	ENSG00000159189.12	chr1	0.598715902703616	0.174971687815503	1.02246011759173	0.00569340241507356	0.0250400454898982
in utero embryonic development	CDH23	ENSG00000107736.22	chr10	0.597261277919043	0.360257041605207	0.83426551423288	9.66713907514716e-07	9.08006844389485e-05
hemopoiesis	KCNQ1	ENSG00000053918.18	chr11	0.596249503991649	0.269890387950317	0.922608620032981	0.000360105351598694	0.00375466300394373
in utero embryonic development	KCNQ1	ENSG00000053918.18	chr11	0.596249503991649	0.269890387950317	0.922608620032981	0.000360105351598694	0.00375466300394373
actin filament-based process	KCNQ1	ENSG00000053918.18	chr11	0.596249503991649	0.269890387950317	0.922608620032981	0.000360105351598694	0.00375466300394373
regulation of cytoskeleton organization	SEMA3F	ENSG00000001617.12	chr3	0.596070871458684	0.235163608163693	0.956978134753675	0.00124530200132065	0.0085200763553935
negative regulation of cell differentiation	SEMA3F	ENSG00000001617.12	chr3	0.596070871458684	0.235163608163693	0.956978134753675	0.00124530200132065	0.0085200763553935
in utero embryonic development	GLI1	ENSG00000111087.10	chr12	0.594536189573851	0.253234073650244	0.935838305497457	0.00066572802850118	0.00560357307313486
tube morphogenesis	GLI1	ENSG00000111087.10	chr12	0.594536189573851	0.253234073650244	0.935838305497457	0.00066572802850118	0.00560357307313486
Viral Infection Pathways	VPS37D	ENSG00000176428.6	chr7	0.594095368774214	0.380343259016344	0.807847478532084	7.00567923979335e-08	2.10720047462658e-05
tube morphogenesis	GPR4	ENSG00000177464.5	chr19	0.588761939912754	0.231408697905333	0.946115181920174	0.00127971391626676	0.00866357158683125
regulation of cytoskeleton organization	CERS1	ENSG00000223802.9	chr19	0.587787032372959	0.349673431574463	0.825900633171455	1.58643203882402e-06	0.000121623597873736
Cellular response to starvation	CERS1	ENSG00000223802.9	chr19	0.587787032372959	0.349673431574463	0.825900633171455	1.58643203882402e-06	0.000121623597873736
TYROBP causal network in microglia	CD37	ENSG00000104894.12	chr19	0.581832889040273	0.262619263808587	0.901046514271958	0.000371602747314812	0.00382890326497233
tube morphogenesis	COL8A2	ENSG00000171812.13	chr1	0.579514606850204	0.252892069533228	0.906137144167179	0.000528637294357888	0.0048402180926004
positive regulation of protein localization	GIPR	ENSG00000010310.9	chr19	0.578982429906443	0.136473292035852	1.02149156777703	0.0104202544322061	0.0382817713208388
regulation of kinase activity	SLC11A1	ENSG00000018280.17	chr2	0.577913242151605	0.177822783772893	0.978003700530317	0.00470959572403357	0.0218523034208531
positive regulation of immune response	SLC11A1	ENSG00000018280.17	chr2	0.577913242151605	0.177822783772893	0.978003700530317	0.00470959572403357	0.0218523034208531
hemopoiesis	SLC11A1	ENSG00000018280.17	chr2	0.577913242151605	0.177822783772893	0.978003700530317	0.00470959572403357	0.0218523034208531
positive regulation of cytokine production	SLC11A1	ENSG00000018280.17	chr2	0.577913242151605	0.177822783772893	0.978003700530317	0.00470959572403357	0.0218523034208531
hemopoiesis	STXBP2	ENSG00000076944.16	chr19	0.576300426644815	0.280604105900069	0.871996747389562	0.000142834142570151	0.00205042170452677
cellular response to cytokine stimulus	STXBP2	ENSG00000076944.16	chr19	0.576300426644815	0.280604105900069	0.871996747389562	0.000142834142570151	0.00205042170452677
actin filament-based process	TRIP10	ENSG00000125733.18	chr19	0.574493308211351	0.337846372355554	0.811140244067147	2.33541925867751e-06	0.000157729768313444
in utero embryonic development	TEAD4	ENSG00000197905.10	chr12	0.57339102649978	0.176361687985458	0.970420365014103	0.00471684008481887	0.0218623996480346
VEGFA-VEGFR2 signaling	TEAD4	ENSG00000197905.10	chr12	0.57339102649978	0.176361687985458	0.970420365014103	0.00471684008481887	0.0218623996480346
in utero embryonic development	RSPO3	ENSG00000146374.14	chr6	0.573251497464938	0.284513860040338	0.861989134889538	0.000107327559959917	0.00172003026317684
tube morphogenesis	RSPO3	ENSG00000146374.14	chr6	0.573251497464938	0.284513860040338	0.861989134889538	0.000107327559959917	0.00172003026317684
hemopoiesis	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
negative regulation of cell differentiation	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
regulation of kinase activity	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
positive regulation of cytokine production	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
IL-18 signaling pathway	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
tube morphogenesis	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
TYROBP causal network in microglia	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
positive regulation of immune response	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
cellular response to cytokine stimulus	IL18	ENSG00000150782.12	chr11	0.571118130729262	0.204876370532876	0.937359890925649	0.00229215212374428	0.0130298972228718
VEGFA-VEGFR2 signaling	ELK1	ENSG00000126767.18	chrX	0.568298950447257	0.370730671710668	0.765867229183847	2.47944398120798e-08	1.03429276427861e-05
positive regulation of cell death	ELK1	ENSG00000126767.18	chrX	0.568298950447257	0.370730671710668	0.765867229183847	2.47944398120798e-08	1.03429276427861e-05
Viral Infection Pathways	ELK1	ENSG00000126767.18	chrX	0.568298950447257	0.370730671710668	0.765867229183847	2.47944398120798e-08	1.03429276427861e-05
actin filament-based process	SERPINF2	ENSG00000167711.14	chr17	0.567883636613573	0.207365876433393	0.928401396793753	0.0020690054331631	0.0121409615467738
positive regulation of cytokine production	SERPINF2	ENSG00000167711.14	chr17	0.567883636613573	0.207365876433393	0.928401396793753	0.0020690054331631	0.0121409615467738
regulation of cytoskeleton organization	SERPINF2	ENSG00000167711.14	chr17	0.567883636613573	0.207365876433393	0.928401396793753	0.0020690054331631	0.0121409615467738
tube morphogenesis	SERPINF2	ENSG00000167711.14	chr17	0.567883636613573	0.207365876433393	0.928401396793753	0.0020690054331631	0.0121409615467738
regulation of kinase activity	SERPINF2	ENSG00000167711.14	chr17	0.567883636613573	0.207365876433393	0.928401396793753	0.0020690054331631	0.0121409615467738
in utero embryonic development	DLL4	ENSG00000128917.8	chr15	0.564792192452728	0.204323482087761	0.925260902817695	0.00218458034243643	0.0126310244585307
