variable	gene	gene_id	seqnames	logFC	CI.L	CI.R	P.Value	adj.P.Val
cilium assembly	P2RY12	ENSG00000169313.10	chr3	-0.841008066297285	-1.30604749009048	-0.375968642504087	0.000412516843338587	0.00411733032306206
regulation of secretion	NOS2	ENSG00000007171.18	chr17	-0.817953654613976	-1.09937968060891	-0.536527628619045	1.78794613198979e-08	8.77926944086903e-06
monocarboxylic acid metabolic process	NOS2	ENSG00000007171.18	chr17	-0.817953654613976	-1.09937968060891	-0.536527628619045	1.78794613198979e-08	8.77926944086903e-06
dicarboxylic acid metabolic process	NOS2	ENSG00000007171.18	chr17	-0.817953654613976	-1.09937968060891	-0.536527628619045	1.78794613198979e-08	8.77926944086903e-06
organic acid catabolic process	NOS2	ENSG00000007171.18	chr17	-0.817953654613976	-1.09937968060891	-0.536527628619045	1.78794613198979e-08	8.77926944086903e-06
inorganic ion transmembrane transport	NOS2	ENSG00000007171.18	chr17	-0.817953654613976	-1.09937968060891	-0.536527628619045	1.78794613198979e-08	8.77926944086903e-06
cilium assembly	PLK4	ENSG00000142731.11	chr4	-0.810667290623852	-1.24403647230493	-0.377298108942771	0.00026018106391336	0.00301729192925853
synaptic signaling	CRH	ENSG00000147571.5	chr8	-0.803995035278832	-1.30303400211147	-0.304956068446192	0.00163396022872741	0.0102548732144823
small molecule biosynthetic process	CRH	ENSG00000147571.5	chr8	-0.803995035278832	-1.30303400211147	-0.304956068446192	0.00163396022872741	0.0102548732144823
behavior	CRH	ENSG00000147571.5	chr8	-0.803995035278832	-1.30303400211147	-0.304956068446192	0.00163396022872741	0.0102548732144823
regulation of secretion	CRH	ENSG00000147571.5	chr8	-0.803995035278832	-1.30303400211147	-0.304956068446192	0.00163396022872741	0.0102548732144823
nucleobase-containing small molecule metabolic process	TDO2	ENSG00000151790.9	chr4	-0.78624884492891	-1.266226004462	-0.306271685395815	0.0013640929792437	0.00907454536801755
Amino acid metabolism	TDO2	ENSG00000151790.9	chr4	-0.78624884492891	-1.266226004462	-0.306271685395815	0.0013640929792437	0.00907454536801755
organic acid catabolic process	TDO2	ENSG00000151790.9	chr4	-0.78624884492891	-1.266226004462	-0.306271685395815	0.0013640929792437	0.00907454536801755
amide metabolic process	TDO2	ENSG00000151790.9	chr4	-0.78624884492891	-1.266226004462	-0.306271685395815	0.0013640929792437	0.00907454536801755
cellular component morphogenesis	CDNF	ENSG00000185267.10	chr10	-0.757984794977529	-1.22733558971892	-0.288634000236136	0.00159239805384212	0.0100646085550993
inorganic ion transmembrane transport	PKD2L1	ENSG00000107593.17	chr10	-0.751066865458551	-1.1002795513231	-0.401854179594006	2.77003981869155e-05	0.00070534065975767
response to salt	PKD2L1	ENSG00000107593.17	chr10	-0.751066865458551	-1.1002795513231	-0.401854179594006	2.77003981869155e-05	0.00070534065975767
inorganic ion transmembrane transport	KCNH8	ENSG00000183960.9	chr3	-0.75096539676701	-1.18412227821855	-0.317808515315475	0.000705767783489964	0.00581295265577129
synaptic signaling	KCNH8	ENSG00000183960.9	chr3	-0.75096539676701	-1.18412227821855	-0.317808515315475	0.000705767783489964	0.00581295265577129
organic acid catabolic process	DCT	ENSG00000080166.16	chr13	-0.744810372458206	-1.05830555088896	-0.431315194027453	3.78249981552429e-06	0.0002103811564062
brain development	DCT	ENSG00000080166.16	chr13	-0.744810372458206	-1.05830555088896	-0.431315194027453	3.78249981552429e-06	0.0002103811564062
nucleobase-containing small molecule metabolic process	TYRP1	ENSG00000107165.13	chr9	-0.727011542694138	-1.14589593628687	-0.308127149101408	0.000696426790251825	0.00576615362880422
organic acid catabolic process	TYRP1	ENSG00000107165.13	chr9	-0.727011542694138	-1.14589593628687	-0.308127149101408	0.000696426790251825	0.00576615362880422
monocarboxylic acid metabolic process	TYRP1	ENSG00000107165.13	chr9	-0.727011542694138	-1.14589593628687	-0.308127149101408	0.000696426790251825	0.00576615362880422
Pyruvate metabolism and Citric Acid (TCA) cycle	TYRP1	ENSG00000107165.13	chr9	-0.727011542694138	-1.14589593628687	-0.308127149101408	0.000696426790251825	0.00576615362880422
regulation of secretion	CFTR	ENSG00000001626.16	chr7	-0.686451347640774	-1.07315463863965	-0.299748056641899	0.000525326833422409	0.0048277614611535
small molecule biosynthetic process	CFTR	ENSG00000001626.16	chr7	-0.686451347640774	-1.07315463863965	-0.299748056641899	0.000525326833422409	0.0048277614611535
inorganic ion transmembrane transport	CFTR	ENSG00000001626.16	chr7	-0.686451347640774	-1.07315463863965	-0.299748056641899	0.000525326833422409	0.0048277614611535
amide metabolic process	DIO2	ENSG00000211448.13	chr14	-0.680391747921482	-0.955924334544187	-0.404859161298778	1.5735698783655e-06	0.000121293160787271
organic acid catabolic process	DIO2	ENSG00000211448.13	chr14	-0.680391747921482	-0.955924334544187	-0.404859161298778	1.5735698783655e-06	0.000121293160787271
regulation of secretion	DIO2	ENSG00000211448.13	chr14	-0.680391747921482	-0.955924334544187	-0.404859161298778	1.5735698783655e-06	0.000121293160787271
synaptic signaling	TPBG	ENSG00000146242.9	chr6	-0.671465975252194	-1.04974797557434	-0.293183974930046	0.000525693625228938	0.0048277614611535
behavior	TPBG	ENSG00000146242.9	chr6	-0.671465975252194	-1.04974797557434	-0.293183974930046	0.000525693625228938	0.0048277614611535
cellular component morphogenesis	TPBG	ENSG00000146242.9	chr6	-0.671465975252194	-1.04974797557434	-0.293183974930046	0.000525693625228938	0.0048277614611535
synaptic signaling	SST	ENSG00000157005.4	chr3	-0.662671607409616	-1.09754724839944	-0.227795966419796	0.00287838624139808	0.0152670725735785
dicarboxylic acid metabolic process	PAH	ENSG00000171759.10	chr12	-0.652563798921632	-0.944531894539084	-0.360595703304181	1.34034898589022e-05	0.000449412994488911
organic acid catabolic process	PAH	ENSG00000171759.10	chr12	-0.652563798921632	-0.944531894539084	-0.360595703304181	1.34034898589022e-05	0.000449412994488911
synaptic signaling	PAH	ENSG00000171759.10	chr12	-0.652563798921632	-0.944531894539084	-0.360595703304181	1.34034898589022e-05	0.000449412994488911
small molecule biosynthetic process	PAH	ENSG00000171759.10	chr12	-0.652563798921632	-0.944531894539084	-0.360595703304181	1.34034898589022e-05	0.000449412994488911
inorganic ion transmembrane transport	GPR3	ENSG00000181773.7	chr1	-0.64641595931966	-0.928662732519852	-0.364169186119469	8.22615960478265e-06	0.000335962369875376
inorganic ion transmembrane transport	RHCE	ENSG00000188672.19	chr1	-0.645080462549122	-1.04785412371269	-0.242306801385555	0.00173993070011364	0.0107526959127284
synaptic signaling	CARTPT	ENSG00000164326.5	chr5	-0.641220251004043	-1.11487723578966	-0.167563266218429	0.00805253670100031	0.0321173025956938
inorganic ion transmembrane transport	CARTPT	ENSG00000164326.5	chr5	-0.641220251004043	-1.11487723578966	-0.167563266218429	0.00805253670100031	0.0321173025956938
regulation of secretion	CARTPT	ENSG00000164326.5	chr5	-0.641220251004043	-1.11487723578966	-0.167563266218429	0.00805253670100031	0.0321173025956938
behavior	CARTPT	ENSG00000164326.5	chr5	-0.641220251004043	-1.11487723578966	-0.167563266218429	0.00805253670100031	0.0321173025956938
monocarboxylic acid metabolic process	ETNPPL	ENSG00000164089.9	chr4	-0.628797066171012	-0.896933765789792	-0.360660366552233	5.01545936430886e-06	0.000244447629429528
response to salt	SLC1A2	ENSG00000110436.13	chr11	-0.626507749001481	-0.895507802257023	-0.35750769574594	5.80277465573593e-06	0.000270836810985473
behavior	SLC1A2	ENSG00000110436.13	chr11	-0.626507749001481	-0.895507802257023	-0.35750769574594	5.80277465573593e-06	0.000270836810985473
amide metabolic process	SLC1A2	ENSG00000110436.13	chr11	-0.626507749001481	-0.895507802257023	-0.35750769574594	5.80277465573593e-06	0.000270836810985473
synaptic signaling	SLC1A2	ENSG00000110436.13	chr11	-0.626507749001481	-0.895507802257023	-0.35750769574594	5.80277465573593e-06	0.000270836810985473
brain development	SLC1A2	ENSG00000110436.13	chr11	-0.626507749001481	-0.895507802257023	-0.35750769574594	5.80277465573593e-06	0.000270836810985473
nucleobase-containing small molecule metabolic process	CD38	ENSG00000004468.13	chr4	-0.624262064011976	-0.979281558964375	-0.269242569059578	0.000592341701984767	0.00518911819595426
regulation of secretion	CD38	ENSG00000004468.13	chr4	-0.624262064011976	-0.979281558964375	-0.269242569059578	0.000592341701984767	0.00518911819595426
modulation of chemical synaptic transmission	CD38	ENSG00000004468.13	chr4	-0.624262064011976	-0.979281558964375	-0.269242569059578	0.000592341701984767	0.00518911819595426
microtubule-based transport	CENPE	ENSG00000138778.13	chr4	-0.62304059102193	-0.97812185362439	-0.267959328419471	0.000608379496132539	0.00526457986189616
Fatty acid metabolism	HMGCS1	ENSG00000112972.15	chr5	-0.608405184315257	-0.880185479709541	-0.336624888920972	1.29943989987649e-05	0.000443027790864141
Valine, leucine and isoleucine degradation	HMGCS1	ENSG00000112972.15	chr5	-0.608405184315257	-0.880185479709541	-0.336624888920972	1.29943989987649e-05	0.000443027790864141
amide metabolic process	HMGCS1	ENSG00000112972.15	chr5	-0.608405184315257	-0.880185479709541	-0.336624888920972	1.29943989987649e-05	0.000443027790864141
nucleobase-containing small molecule metabolic process	HMGCS1	ENSG00000112972.15	chr5	-0.608405184315257	-0.880185479709541	-0.336624888920972	1.29943989987649e-05	0.000443027790864141
small molecule biosynthetic process	HMGCS1	ENSG00000112972.15	chr5	-0.608405184315257	-0.880185479709541	-0.336624888920972	1.29943989987649e-05	0.000443027790864141
monocarboxylic acid metabolic process	HMGCS1	ENSG00000112972.15	chr5	-0.608405184315257	-0.880185479709541	-0.336624888920972	1.29943989987649e-05	0.000443027790864141
cellular component morphogenesis	CDH9	ENSG00000113100.10	chr5	-0.608045367541929	-0.971176299471921	-0.244914435611937	0.00106565226315902	0.00770105924726188
modulation of chemical synaptic transmission	CRHR2	ENSG00000106113.19	chr7	-0.584418342116937	-0.879439389360833	-0.28939729487304	0.000111155186447498	0.00176056289000821
inorganic ion transmembrane transport	SLC17A6	ENSG00000091664.9	chr11	-0.584002799445748	-0.970460979009267	-0.197544619882228	0.00311790280974887	0.0161863892938024
synaptic signaling	SLC17A6	ENSG00000091664.9	chr11	-0.584002799445748	-0.970460979009267	-0.197544619882228	0.00311790280974887	0.0161863892938024
regulation of secretion	RSAD2	ENSG00000134321.13	chr2	-0.579888911845323	-0.959510104133907	-0.200267719556739	0.0028110986790658	0.0149999294827653
regulation of secretion	SLCO1C1	ENSG00000139155.9	chr12	-0.579599006327054	-0.87880492015516	-0.280393092498947	0.000156589692009929	0.00215832031270829
regulation of secretion	RPH3A	ENSG00000089169.15	chr12	-0.575669366383917	-0.785547030790389	-0.365791701977444	1.02699009060905e-07	2.57892328922969e-05
synaptic signaling	RPH3A	ENSG00000089169.15	chr12	-0.575669366383917	-0.785547030790389	-0.365791701977444	1.02699009060905e-07	2.57892328922969e-05
cellular component morphogenesis	MAEL	ENSG00000143194.13	chr1	-0.566427208540381	-0.892939100025003	-0.239915317055759	0.00070040703984884	0.00578223110953207
modulation of chemical synaptic transmission	UNC13C	ENSG00000137766.18	chr15	-0.566154664392894	-0.830598657194181	-0.301710671591606	3.00977617720521e-05	0.000741078474734104
synaptic signaling	UNC13C	ENSG00000137766.18	chr15	-0.566154664392894	-0.830598657194181	-0.301710671591606	3.00977617720521e-05	0.000741078474734104
modulation of chemical synaptic transmission	CHRM2	ENSG00000181072.12	chr7	-0.564536606995709	-0.902648386237165	-0.226424827754253	0.00110107580026468	0.00786867575563067
synaptic signaling	CHRM2	ENSG00000181072.12	chr7	-0.564536606995709	-0.902648386237165	-0.226424827754253	0.00110107580026468	0.00786867575563067
response to salt	CHRM2	ENSG00000181072.12	chr7	-0.564536606995709	-0.902648386237165	-0.226424827754253	0.00110107580026468	0.00786867575563067
monocarboxylic acid metabolic process	GPCPD1	ENSG00000125772.14	chr20	-0.564185337539068	-0.782687538966302	-0.345683136111834	5.26482575325512e-07	6.55008979459801e-05
brain development	GDF7	ENSG00000143869.7	chr2	-0.563198025018867	-0.906781390422474	-0.219614659615259	0.0013540985286513	0.00903773149734652
cellular component morphogenesis	GDF7	ENSG00000143869.7	chr2	-0.563198025018867	-0.906781390422474	-0.219614659615259	0.0013540985286513	0.00903773149734652
nucleobase-containing small molecule metabolic process	CYP4Z1	ENSG00000186160.5	chr1	-0.561447321559269	-0.933604969719191	-0.189289673399348	0.00316811384945172	0.0163751307313315
monocarboxylic acid metabolic process	CYP4Z1	ENSG00000186160.5	chr1	-0.561447321559269	-0.933604969719191	-0.189289673399348	0.00316811384945172	0.0163751307313315
brain development	RGS4	ENSG00000117152.14	chr1	-0.549643718430662	-0.800670076944473	-0.298617359916852	1.98850895370212e-05	0.000559644050571109
response to salt	RGS4	ENSG00000117152.14	chr1	-0.549643718430662	-0.800670076944473	-0.298617359916852	1.98850895370212e-05	0.000559644050571109
modulation of chemical synaptic transmission	RGS4	ENSG00000117152.14	chr1	-0.549643718430662	-0.800670076944473	-0.298617359916852	1.98850895370212e-05	0.000559644050571109
synaptic signaling	TAC1	ENSG00000006128.12	chr7	-0.548628543772886	-0.904753211326029	-0.192503876219742	0.00258744884904553	0.0141308382849491
behavior	TAC1	ENSG00000006128.12	chr7	-0.548628543772886	-0.904753211326029	-0.192503876219742	0.00258744884904553	0.0141308382849491
Pyruvate metabolism and Citric Acid (TCA) cycle	PDK1	ENSG00000152256.14	chr2	-0.548507181133656	-0.825785830893908	-0.271228531373403	0.000113601296508272	0.00178230877235811
regulation of secretion	ADCYAP1	ENSG00000141433.13	chr18	-0.5465330279689	-0.885521804911126	-0.207544251026674	0.00162144070340125	0.0102117644299911
cellular component morphogenesis	ADCYAP1	ENSG00000141433.13	chr18	-0.5465330279689	-0.885521804911126	-0.207544251026674	0.00162144070340125	0.0102117644299911
regulation of secretion	EGR1	ENSG00000120738.8	chr5	-0.534867944705635	-0.818996601247469	-0.2507392881638	0.000237904895803657	0.00286482523644766
behavior	EGR1	ENSG00000120738.8	chr5	-0.534867944705635	-0.818996601247469	-0.2507392881638	0.000237904895803657	0.00286482523644766
response to salt	EGR1	ENSG00000120738.8	chr5	-0.534867944705635	-0.818996601247469	-0.2507392881638	0.000237904895803657	0.00286482523644766
Fatty acid metabolism	ALDH7A1	ENSG00000164904.18	chr5	-0.532379758108195	-0.718996786590721	-0.34576272962567	3.20297520520862e-08	1.29793706672783e-05
Amino acid metabolism	ALDH7A1	ENSG00000164904.18	chr5	-0.532379758108195	-0.718996786590721	-0.34576272962567	3.20297520520862e-08	1.29793706672783e-05
Valine, leucine and isoleucine degradation	ALDH7A1	ENSG00000164904.18	chr5	-0.532379758108195	-0.718996786590721	-0.34576272962567	3.20297520520862e-08	1.29793706672783e-05
organic acid catabolic process	ALDH7A1	ENSG00000164904.18	chr5	-0.532379758108195	-0.718996786590721	-0.34576272962567	3.20297520520862e-08	1.29793706672783e-05
Fatty acid metabolism	ACADSB	ENSG00000196177.13	chr10	-0.528503108704406	-0.719166185915546	-0.337840031493266	7.5771856593073e-08	2.10720047462658e-05
organic acid catabolic process	ACADSB	ENSG00000196177.13	chr10	-0.528503108704406	-0.719166185915546	-0.337840031493266	7.5771856593073e-08	2.10720047462658e-05
monocarboxylic acid metabolic process	ACADSB	ENSG00000196177.13	chr10	-0.528503108704406	-0.719166185915546	-0.337840031493266	7.5771856593073e-08	2.10720047462658e-05
Valine, leucine and isoleucine degradation	ACADSB	ENSG00000196177.13	chr10	-0.528503108704406	-0.719166185915546	-0.337840031493266	7.5771856593073e-08	2.10720047462658e-05
small molecule biosynthetic process	MPO	ENSG00000005381.8	chr17	-0.52632653484149	-0.912336881171584	-0.140316188511395	0.00761202392141123	0.0308813888093179
response to salt	MPO	ENSG00000005381.8	chr17	-0.52632653484149	-0.912336881171584	-0.140316188511395	0.00761202392141123	0.0308813888093179
microtubule-based transport	NEK10	ENSG00000163491.16	chr3	-0.522695057806755	-0.828872274215543	-0.216517841397966	0.000850069767824402	0.00661357077183406
nucleobase-containing small molecule metabolic process	ACSL6	ENSG00000164398.15	chr5	-0.519131800547658	-0.71757556955622	-0.320688031539097	3.75452701386884e-07	5.38357165671779e-05
monocarboxylic acid metabolic process	ACSL6	ENSG00000164398.15	chr5	-0.519131800547658	-0.71757556955622	-0.320688031539097	3.75452701386884e-07	5.38357165671779e-05
amide metabolic process	ACSL6	ENSG00000164398.15	chr5	-0.519131800547658	-0.71757556955622	-0.320688031539097	3.75452701386884e-07	5.38357165671779e-05
Fatty acid metabolism	ACSL6	ENSG00000164398.15	chr5	-0.519131800547658	-0.71757556955622	-0.320688031539097	3.75452701386884e-07	5.38357165671779e-05
small molecule biosynthetic process	ACSL6	ENSG00000164398.15	chr5	-0.519131800547658	-0.71757556955622	-0.320688031539097	3.75452701386884e-07	5.38357165671779e-05
response to salt	SCN11A	ENSG00000168356.13	chr3	-0.518683308879492	-0.899016695550952	-0.138349922208031	0.00760074650994255	0.0308621207416304
cellular component morphogenesis	SCN11A	ENSG00000168356.13	chr3	-0.518683308879492	-0.899016695550952	-0.138349922208031	0.00760074650994255	0.0308621207416304
inorganic ion transmembrane transport	SCN11A	ENSG00000168356.13	chr3	-0.518683308879492	-0.899016695550952	-0.138349922208031	0.00760074650994255	0.0308621207416304
behavior	SCN11A	ENSG00000168356.13	chr3	-0.518683308879492	-0.899016695550952	-0.138349922208031	0.00760074650994255	0.0308621207416304
cilium assembly	CFAP221	ENSG00000163075.13	chr2	-0.517948540548125	-0.721157385442296	-0.314739695653955	7.30107059731605e-07	7.90466292226974e-05
microtubule-based transport	CFAP221	ENSG00000163075.13	chr2	-0.517948540548125	-0.721157385442296	-0.314739695653955	7.30107059731605e-07	7.90466292226974e-05
behavior	GCNT4	ENSG00000176928.7	chr5	-0.5135884599338	-0.777968556956571	-0.249208362911028	0.000150060591355314	0.00210889334346002
nucleobase-containing small molecule metabolic process	GCNT4	ENSG00000176928.7	chr5	-0.5135884599338	-0.777968556956571	-0.249208362911028	0.000150060591355314	0.00210889334346002
regulation of secretion	GCNT4	ENSG00000176928.7	chr5	-0.5135884599338	-0.777968556956571	-0.249208362911028	0.000150060591355314	0.00210889334346002
dicarboxylic acid metabolic process	ADHFE1	ENSG00000147576.17	chr8	-0.513439100969134	-0.771973395250028	-0.25490480668824	0.000106828853791136	0.00171591577952399
Pyruvate metabolism and Citric Acid (TCA) cycle	ADHFE1	ENSG00000147576.17	chr8	-0.513439100969134	-0.771973395250028	-0.25490480668824	0.000106828853791136	0.00171591577952399
amide metabolic process	ADHFE1	ENSG00000147576.17	chr8	-0.513439100969134	-0.771973395250028	-0.25490480668824	0.000106828853791136	0.00171591577952399
organic acid catabolic process	ADHFE1	ENSG00000147576.17	chr8	-0.513439100969134	-0.771973395250028	-0.25490480668824	0.000106828853791136	0.00171591577952399
organic acid catabolic process	ABCD2	ENSG00000173208.4	chr12	-0.507776135315412	-0.805078878721865	-0.210473391908959	0.000845479197456074	0.00659359993668233
monocarboxylic acid metabolic process	ABCD2	ENSG00000173208.4	chr12	-0.507776135315412	-0.805078878721865	-0.210473391908959	0.000845479197456074	0.00659359993668233
nucleobase-containing small molecule metabolic process	ABCD2	ENSG00000173208.4	chr12	-0.507776135315412	-0.805078878721865	-0.210473391908959	0.000845479197456074	0.00659359993668233
response to salt	CLDN1	ENSG00000163347.6	chr3	-0.501977150628363	-0.80992343442787	-0.194030866828855	0.00143954017450256	0.00940442114001373
cellular component morphogenesis	CDH12	ENSG00000154162.15	chr5	-0.500561962554783	-0.790983335878853	-0.210140589230712	0.000757929453978392	0.00613918529170504
modulation of chemical synaptic transmission	CHRNA7	ENSG00000175344.19	chr15	-0.500544942608424	-0.852245558390835	-0.148844326826013	0.0053535163659913	0.0239372391610512
inorganic ion transmembrane transport	CHRNA7	ENSG00000175344.19	chr15	-0.500544942608424	-0.852245558390835	-0.148844326826013	0.0053535163659913	0.0239372391610512
synaptic signaling	CHRNA7	ENSG00000175344.19	chr15	-0.500544942608424	-0.852245558390835	-0.148844326826013	0.0053535163659913	0.0239372391610512
cellular component morphogenesis	CHRNA7	ENSG00000175344.19	chr15	-0.500544942608424	-0.852245558390835	-0.148844326826013	0.0053535163659913	0.0239372391610512
behavior	CHRNA7	ENSG00000175344.19	chr15	-0.500544942608424	-0.852245558390835	-0.148844326826013	0.0053535163659913	0.0239372391610512
response to salt	CHRNA7	ENSG00000175344.19	chr15	-0.500544942608424	-0.852245558390835	-0.148844326826013	0.0053535163659913	0.0239372391610512
inorganic ion transmembrane transport	KCNQ5	ENSG00000185760.17	chr6	-0.499074527846592	-0.790645819895187	-0.207503235797998	0.000823772876218358	0.00650335864516998
synaptic signaling	KCNQ5	ENSG00000185760.17	chr6	-0.499074527846592	-0.790645819895187	-0.207503235797998	0.000823772876218358	0.00650335864516998
amide metabolic process	EIF4A1	ENSG00000161960.16	chr17	-0.496873480317266	-0.842310708571601	-0.15143625206293	0.00488589986658159	0.0223971292203383
Pyruvate metabolism and Citric Acid (TCA) cycle	VGF	ENSG00000128564.7	chr7	-0.496019638070595	-0.824270688366838	-0.167768587774353	0.00311925152199046	0.0161874659115956
regulation of secretion	VGF	ENSG00000128564.7	chr7	-0.496019638070595	-0.824270688366838	-0.167768587774353	0.00311925152199046	0.0161874659115956
behavior	VGF	ENSG00000128564.7	chr7	-0.496019638070595	-0.824270688366838	-0.167768587774353	0.00311925152199046	0.0161874659115956
modulation of chemical synaptic transmission	VGF	ENSG00000128564.7	chr7	-0.496019638070595	-0.824270688366838	-0.167768587774353	0.00311925152199046	0.0161874659115956
synaptic signaling	VGF	ENSG00000128564.7	chr7	-0.496019638070595	-0.824270688366838	-0.167768587774353	0.00311925152199046	0.0161874659115956
cilium assembly	DYNC2LI1	ENSG00000138036.18	chr2	-0.489773814814821	-0.69657850556786	-0.282969124061783	4.05430793123956e-06	0.000220315131757742
microtubule-based transport	DYNC2LI1	ENSG00000138036.18	chr2	-0.489773814814821	-0.69657850556786	-0.282969124061783	4.05430793123956e-06	0.000220315131757742
behavior	SLC6A1	ENSG00000157103.12	chr3	-0.489067199723527	-0.693404953193084	-0.284729446253969	3.2143118030246e-06	0.000191118713010571
synaptic signaling	SLC6A1	ENSG00000157103.12	chr3	-0.489067199723527	-0.693404953193084	-0.284729446253969	3.2143118030246e-06	0.000191118713010571
inorganic ion transmembrane transport	SLC6A1	ENSG00000157103.12	chr3	-0.489067199723527	-0.693404953193084	-0.284729446253969	3.2143118030246e-06	0.000191118713010571
regulation of secretion	SLC6A1	ENSG00000157103.12	chr3	-0.489067199723527	-0.693404953193084	-0.284729446253969	3.2143118030246e-06	0.000191118713010571
response to salt	SLC6A1	ENSG00000157103.12	chr3	-0.489067199723527	-0.693404953193084	-0.284729446253969	3.2143118030246e-06	0.000191118713010571
modulation of chemical synaptic transmission	SLC6A1	ENSG00000157103.12	chr3	-0.489067199723527	-0.693404953193084	-0.284729446253969	3.2143118030246e-06	0.000191118713010571
monocarboxylic acid metabolic process	ADTRP	ENSG00000111863.13	chr6	-0.487771427627395	-0.826032686285251	-0.149510168969538	0.00478038585401659	0.0220345182214876
nucleobase-containing small molecule metabolic process	ADTRP	ENSG00000111863.13	chr6	-0.487771427627395	-0.826032686285251	-0.149510168969538	0.00478038585401659	0.0220345182214876
organic acid catabolic process	ADTRP	ENSG00000111863.13	chr6	-0.487771427627395	-0.826032686285251	-0.149510168969538	0.00478038585401659	0.0220345182214876
regulation of secretion	ADTRP	ENSG00000111863.13	chr6	-0.487771427627395	-0.826032686285251	-0.149510168969538	0.00478038585401659	0.0220345182214876
response to salt	NT5E	ENSG00000135318.12	chr6	-0.487718878212583	-0.720339029354071	-0.255098727071095	4.35887036525315e-05	0.000939358061109836
inorganic ion transmembrane transport	NT5E	ENSG00000135318.12	chr6	-0.487718878212583	-0.720339029354071	-0.255098727071095	4.35887036525315e-05	0.000939358061109836
nucleobase-containing small molecule metabolic process	NT5E	ENSG00000135318.12	chr6	-0.487718878212583	-0.720339029354071	-0.255098727071095	4.35887036525315e-05	0.000939358061109836
