variable	gene	gene_id	seqnames	logFC	CI.L	CI.R	P.Value	adj.P.Val
positive regulation of cellular component biogenesis	IL1B	ENSG00000125538.12	chr2	0.867964853886642	0.301323135986038	1.43460657178725	0.0027365936483308	0.0226051879524029
actin filament-based movement	IL1B	ENSG00000125538.12	chr2	0.867964853886642	0.301323135986038	1.43460657178725	0.0027365936483308	0.0226051879524029
cellular response to organonitrogen compound	IL1B	ENSG00000125538.12	chr2	0.867964853886642	0.301323135986038	1.43460657178725	0.0027365936483308	0.0226051879524029
cell morphogenesis	IL1B	ENSG00000125538.12	chr2	0.867964853886642	0.301323135986038	1.43460657178725	0.0027365936483308	0.0226051879524029
regulation of anatomical structure size	IL1B	ENSG00000125538.12	chr2	0.867964853886642	0.301323135986038	1.43460657178725	0.0027365936483308	0.0226051879524029
regulation of nervous system development	IL1B	ENSG00000125538.12	chr2	0.867964853886642	0.301323135986038	1.43460657178725	0.0027365936483308	0.0226051879524029
modulation of chemical synaptic transmission	SV2C	ENSG00000122012.14	chr5	0.835601607605374	0.483859814711299	1.18734340049945	3.79012387879792e-06	0.00044425890060323
synaptic signaling	SV2C	ENSG00000122012.14	chr5	0.835601607605374	0.483859814711299	1.18734340049945	3.79012387879792e-06	0.00044425890060323
cellular response to organonitrogen compound	PCSK1	ENSG00000175426.11	chr5	0.791731260275347	0.505795482150091	1.0776670384006	7.82067866642496e-08	3.46627142268454e-05
forebrain development	PCSK1	ENSG00000175426.11	chr5	0.791731260275347	0.505795482150091	1.0776670384006	7.82067866642496e-08	3.46627142268454e-05
modulation of chemical synaptic transmission	CRHR2	ENSG00000106113.19	chr7	0.791021692039395	0.542494866435786	1.039548517643	7.68967182763806e-10	2.72656538828476e-06
serotonin receptor signaling pathway	CRHR2	ENSG00000106113.19	chr7	0.791021692039395	0.542494866435786	1.039548517643	7.68967182763806e-10	2.72656538828476e-06
cellular response to organonitrogen compound	CRHR2	ENSG00000106113.19	chr7	0.791021692039395	0.542494866435786	1.039548517643	7.68967182763806e-10	2.72656538828476e-06
actin filament-based movement	PKD2L1	ENSG00000107593.17	chr10	0.757413081937887	0.46231599219519	1.05251017168058	6.12950895174388e-07	0.000153012526636591
inorganic ion transmembrane transport	PKD2L1	ENSG00000107593.17	chr10	0.757413081937887	0.46231599219519	1.05251017168058	6.12950895174388e-07	0.000153012526636591
serotonin receptor signaling pathway	PKD2L1	ENSG00000107593.17	chr10	0.757413081937887	0.46231599219519	1.05251017168058	6.12950895174388e-07	0.000153012526636591
regulation of transmembrane transport	PKD2L1	ENSG00000107593.17	chr10	0.757413081937887	0.46231599219519	1.05251017168058	6.12950895174388e-07	0.000153012526636591
behavior	CARTPT	ENSG00000164326.5	chr5	0.756501789232803	0.354355295075877	1.15864828338973	0.000240300401691646	0.00504915644028536
regulation of system process	CARTPT	ENSG00000164326.5	chr5	0.756501789232803	0.354355295075877	1.15864828338973	0.000240300401691646	0.00504915644028536
inorganic ion transmembrane transport	CARTPT	ENSG00000164326.5	chr5	0.756501789232803	0.354355295075877	1.15864828338973	0.000240300401691646	0.00504915644028536
blood circulation	CARTPT	ENSG00000164326.5	chr5	0.756501789232803	0.354355295075877	1.15864828338973	0.000240300401691646	0.00504915644028536
regulation of anatomical structure size	CARTPT	ENSG00000164326.5	chr5	0.756501789232803	0.354355295075877	1.15864828338973	0.000240300401691646	0.00504915644028536
synaptic signaling	CARTPT	ENSG00000164326.5	chr5	0.756501789232803	0.354355295075877	1.15864828338973	0.000240300401691646	0.00504915644028536
cell morphogenesis	GDF7	ENSG00000143869.7	chr2	0.727599831275415	0.437925870440887	1.01727379210994	1.04715135256035e-06	0.000195417732017939
Axon guidance	GDF7	ENSG00000143869.7	chr2	0.727599831275415	0.437925870440887	1.01727379210994	1.04715135256035e-06	0.000195417732017939
forebrain development	GDF7	ENSG00000143869.7	chr2	0.727599831275415	0.437925870440887	1.01727379210994	1.04715135256035e-06	0.000195417732017939
cell morphogenesis	CDH9	ENSG00000113100.10	chr5	0.690012376168619	0.38384024245699	0.996184509880248	1.13811488806826e-05	0.000900734199846301
cell junction organization	CDH9	ENSG00000113100.10	chr5	0.690012376168619	0.38384024245699	0.996184509880248	1.13811488806826e-05	0.000900734199846301
regulation of transmembrane transport	TDO2	ENSG00000151790.9	chr4	0.686602254341734	0.279223967175738	1.09398054150773	0.000988301222925812	0.0117297709161145
serotonin receptor signaling pathway	GPR52	ENSG00000203737.5	chr1	0.666114282931274	0.265526508801005	1.06670205706154	0.00115363822840646	0.0131527741105215
behavior	GPR52	ENSG00000203737.5	chr1	0.666114282931274	0.265526508801005	1.06670205706154	0.00115363822840646	0.0131527741105215
regulation of anatomical structure size	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
behavior	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
positive regulation of cellular component biogenesis	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
Neuronal System	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
synaptic signaling	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
cell morphogenesis	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
modulation of chemical synaptic transmission	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
regulation of nervous system development	TPBG	ENSG00000146242.9	chr6	0.642845911904364	0.322220873307812	0.963470950500916	9.18489364401898e-05	0.00305138912576763
inorganic ion transmembrane transport	OCA2	ENSG00000104044.16	chr15	0.639827427240661	0.342918341389296	0.936736513092025	2.67276836438209e-05	0.00142510803428688
Neuronal System	OCA2	ENSG00000104044.16	chr15	0.639827427240661	0.342918341389296	0.936736513092025	2.67276836438209e-05	0.00142510803428688
cellular response to organonitrogen compound	OSTN	ENSG00000188729.7	chr3	0.63844431689812	0.21553339830099	1.06135523549525	0.00314795614723854	0.024504644366786
regulation of anatomical structure size	OSTN	ENSG00000188729.7	chr3	0.63844431689812	0.21553339830099	1.06135523549525	0.00314795614723854	0.024504644366786
regulation of transmembrane transport	OSTN	ENSG00000188729.7	chr3	0.63844431689812	0.21553339830099	1.06135523549525	0.00314795614723854	0.024504644366786
behavior	GCNT4	ENSG00000176928.7	chr5	0.636712037713073	0.413430732446077	0.859993342980069	3.24380733193838e-08	2.06617088978249e-05
serotonin receptor signaling pathway	CYP2C8	ENSG00000138115.15	chr10	0.63042811705726	0.335739307960456	0.925116926154063	3.05123116198516e-05	0.00155667667519552
inorganic ion transmembrane transport	SLC17A6	ENSG00000091664.9	chr11	0.609585945598355	0.282801717480722	0.936370173715989	0.00027056298222813	0.00539112178154083
synaptic signaling	SLC17A6	ENSG00000091664.9	chr11	0.609585945598355	0.282801717480722	0.936370173715989	0.00027056298222813	0.00539112178154083
Neuronal System	SLC17A6	ENSG00000091664.9	chr11	0.609585945598355	0.282801717480722	0.936370173715989	0.00027056298222813	0.00539112178154083
positive regulation of cellular component biogenesis	SLC17A6	ENSG00000091664.9	chr11	0.609585945598355	0.282801717480722	0.936370173715989	0.00027056298222813	0.00539112178154083
regulation of transmembrane transport	SLC17A6	ENSG00000091664.9	chr11	0.609585945598355	0.282801717480722	0.936370173715989	0.00027056298222813	0.00539112178154083
actin filament-based movement	SLC17A6	ENSG00000091664.9	chr11	0.609585945598355	0.282801717480722	0.936370173715989	0.00027056298222813	0.00539112178154083
cellular response to organonitrogen compound	GPR21	ENSG00000188394.8	chr9	0.60747816580194	0.252719478550025	0.962236853053854	0.000819766536787755	0.0104745484605953
serotonin receptor signaling pathway	GPR21	ENSG00000188394.8	chr9	0.60747816580194	0.252719478550025	0.962236853053854	0.000819766536787755	0.0104745484605953
regulation of anatomical structure size	GPR21	ENSG00000188394.8	chr9	0.60747816580194	0.252719478550025	0.962236853053854	0.000819766536787755	0.0104745484605953
cellular response to organonitrogen compound	CHRM2	ENSG00000181072.12	chr7	0.604474001387511	0.318564018403898	0.890383984371123	3.76598515698461e-05	0.00178705990053341
serotonin receptor signaling pathway	CHRM2	ENSG00000181072.12	chr7	0.604474001387511	0.318564018403898	0.890383984371123	3.76598515698461e-05	0.00178705990053341
synaptic signaling	CHRM2	ENSG00000181072.12	chr7	0.604474001387511	0.318564018403898	0.890383984371123	3.76598515698461e-05	0.00178705990053341
modulation of chemical synaptic transmission	CHRM2	ENSG00000181072.12	chr7	0.604474001387511	0.318564018403898	0.890383984371123	3.76598515698461e-05	0.00178705990053341
regulation of system process	CHRM2	ENSG00000181072.12	chr7	0.604474001387511	0.318564018403898	0.890383984371123	3.76598515698461e-05	0.00178705990053341
regulation of transmembrane transport	OPN3	ENSG00000054277.14	chr1	0.594794578327365	0.277754876012419	0.911834280642311	0.000249675925363524	0.00517911568484794
serotonin receptor signaling pathway	OPN3	ENSG00000054277.14	chr1	0.594794578327365	0.277754876012419	0.911834280642311	0.000249675925363524	0.00517911568484794
Neuronal System	KCNQ5	ENSG00000185760.17	chr6	0.590755688269416	0.345884563958036	0.835626812580797	2.69083775439796e-06	0.00037052574631676
inorganic ion transmembrane transport	KCNQ5	ENSG00000185760.17	chr6	0.590755688269416	0.345884563958036	0.835626812580797	2.69083775439796e-06	0.00037052574631676
regulation of transmembrane transport	KCNQ5	ENSG00000185760.17	chr6	0.590755688269416	0.345884563958036	0.835626812580797	2.69083775439796e-06	0.00037052574631676
regulation of system process	HTR2C	ENSG00000147246.10	chrX	0.586537566423468	0.178685046516297	0.99439008633064	0.00489412806940193	0.0330697562688555
behavior	HTR2C	ENSG00000147246.10	chrX	0.586537566423468	0.178685046516297	0.99439008633064	0.00489412806940193	0.0330697562688555
synaptic signaling	HTR2C	ENSG00000147246.10	chrX	0.586537566423468	0.178685046516297	0.99439008633064	0.00489412806940193	0.0330697562688555
cellular response to organonitrogen compound	HTR2C	ENSG00000147246.10	chrX	0.586537566423468	0.178685046516297	0.99439008633064	0.00489412806940193	0.0330697562688555
serotonin receptor signaling pathway	HTR2C	ENSG00000147246.10	chrX	0.586537566423468	0.178685046516297	0.99439008633064	0.00489412806940193	0.0330697562688555
second-messenger-mediated signaling	HTR2C	ENSG00000147246.10	chrX	0.586537566423468	0.178685046516297	0.99439008633064	0.00489412806940193	0.0330697562688555
inorganic ion transmembrane transport	HTR2C	ENSG00000147246.10	chrX	0.586537566423468	0.178685046516297	0.99439008633064	0.00489412806940193	0.0330697562688555
serotonin receptor signaling pathway	PTH2R	ENSG00000144407.10	chr2	0.586063733254431	0.302662389184777	0.869465077324085	5.52003943926994e-05	0.00223687769620473
positive regulation of cellular component biogenesis	FMN1	ENSG00000248905.10	chr15	0.584206921025252	0.391140466584664	0.777273375465839	4.72551861962871e-09	6.09291187110855e-06
regulation of anatomical structure size	FMN1	ENSG00000248905.10	chr15	0.584206921025252	0.391140466584664	0.777273375465839	4.72551861962871e-09	6.09291187110855e-06
cellular response to organonitrogen compound	NOS2	ENSG00000007171.18	chr17	0.58066268187959	0.342113638851803	0.819211724907378	2.19679959559784e-06	0.000324554256920459
blood circulation	NOS2	ENSG00000007171.18	chr17	0.58066268187959	0.342113638851803	0.819211724907378	2.19679959559784e-06	0.000324554256920459
second-messenger-mediated signaling	NOS2	ENSG00000007171.18	chr17	0.58066268187959	0.342113638851803	0.819211724907378	2.19679959559784e-06	0.000324554256920459
serotonin receptor signaling pathway	NOS2	ENSG00000007171.18	chr17	0.58066268187959	0.342113638851803	0.819211724907378	2.19679959559784e-06	0.000324554256920459
inorganic ion transmembrane transport	NOS2	ENSG00000007171.18	chr17	0.58066268187959	0.342113638851803	0.819211724907378	2.19679959559784e-06	0.000324554256920459
Neuronal System	KCNV1	ENSG00000164794.9	chr8	0.570675986791434	0.324504765975019	0.816847207607849	6.39939686995976e-06	0.00060107712454728
inorganic ion transmembrane transport	KCNV1	ENSG00000164794.9	chr8	0.570675986791434	0.324504765975019	0.816847207607849	6.39939686995976e-06	0.00060107712454728
regulation of transmembrane transport	KCNV1	ENSG00000164794.9	chr8	0.570675986791434	0.324504765975019	0.816847207607849	6.39939686995976e-06	0.00060107712454728
regulation of system process	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
Neuronal System	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
cell junction organization	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
serotonin receptor signaling pathway	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
inorganic ion transmembrane transport	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
modulation of chemical synaptic transmission	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
behavior	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
cellular response to organonitrogen compound	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
cell morphogenesis	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
synaptic signaling	CHRNA7	ENSG00000175344.19	chr15	0.565840117740119	0.26743480008867	0.864245435391567	0.000214376402783187	0.0047112301691751
Neuronal System	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
serotonin receptor signaling pathway	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
regulation of anatomical structure size	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
cellular response to organonitrogen compound	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
regulation of transmembrane transport	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
regulation of system process	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
blood circulation	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
behavior	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
synaptic signaling	HTR1A	ENSG00000178394.5	chr5	0.565370638495349	0.243402891899759	0.887338385090938	0.000602585021873358	0.00873871509737203
Neuronal System	KCNH5	ENSG00000140015.20	chr14	0.557602728184412	0.301026072095776	0.814179384273048	2.28758698156871e-05	0.00129779384638356
inorganic ion transmembrane transport	KCNH5	ENSG00000140015.20	chr14	0.557602728184412	0.301026072095776	0.814179384273048	2.28758698156871e-05	0.00129779384638356
regulation of transmembrane transport	KCNH5	ENSG00000140015.20	chr14	0.557602728184412	0.301026072095776	0.814179384273048	2.28758698156871e-05	0.00129779384638356
Signaling by Receptor Tyrosine Kinases	COL24A1	ENSG00000171502.15	chr1	0.550537754155651	0.275922345863208	0.825153162448095	9.2008874166126e-05	0.00305138912576763
Signaling by Receptor Tyrosine Kinases	EGR3	ENSG00000179388.9	chr8	0.54885921277446	0.326306483708419	0.7714119418405	1.6218234621302e-06	0.000267468862365031
regulation of nervous system development	EGR3	ENSG00000179388.9	chr8	0.54885921277446	0.326306483708419	0.7714119418405	1.6218234621302e-06	0.000267468862365031
synaptic signaling	EGR3	ENSG00000179388.9	chr8	0.54885921277446	0.326306483708419	0.7714119418405	1.6218234621302e-06	0.000267468862365031
cell morphogenesis	EGR3	ENSG00000179388.9	chr8	0.54885921277446	0.326306483708419	0.7714119418405	1.6218234621302e-06	0.000267468862365031
modulation of chemical synaptic transmission	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
synaptic signaling	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
cell junction organization	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
regulation of nervous system development	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
serotonin receptor signaling pathway	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
cellular response to organonitrogen compound	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
regulation of transmembrane transport	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
Neuronal System	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
behavior	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
second-messenger-mediated signaling	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
inorganic ion transmembrane transport	GRM5	ENSG00000168959.15	chr11	0.545217948663457	0.206339818031241	0.884096079295674	0.00165792998221128	0.016476048620582
regulation of system process	KCNB2	ENSG00000182674.6	chr8	0.532400709940771	0.250967402421158	0.813834017460385	0.000221778341542551	0.00480226292839389
Neuronal System	KCNB2	ENSG00000182674.6	chr8	0.532400709940771	0.250967402421158	0.813834017460385	0.000221778341542551	0.00480226292839389
inorganic ion transmembrane transport	KCNB2	ENSG00000182674.6	chr8	0.532400709940771	0.250967402421158	0.813834017460385	0.000221778341542551	0.00480226292839389
regulation of transmembrane transport	KCNB2	ENSG00000182674.6	chr8	0.532400709940771	0.250967402421158	0.813834017460385	0.000221778341542551	0.00480226292839389
regulation of anatomical structure size	SOSTDC1	ENSG00000171243.8	chr7	0.525212114587287	0.221516623789572	0.828907605385002	0.000727480073132009	0.0097522210559842
Neuronal System	SLC26A4	ENSG00000091137.14	chr7	0.524667569624872	0.311735666106205	0.737599473143538	1.65582945035183e-06	0.000267930256663492
inorganic ion transmembrane transport	SLC26A4	ENSG00000091137.14	chr7	0.524667569624872	0.311735666106205	0.737599473143538	1.65582945035183e-06	0.000267930256663492
cell junction organization	PCDHGC5	ENSG00000240764.4	chr5	0.511643358374798	0.14716706304962	0.876119653699976	0.00601142094139602	0.0378933258719199
cellular response to organonitrogen compound	AQP9	ENSG00000103569.10	chr15	0.50461485791255	0.14046961776755	0.86876009805755	0.00668589798603896	0.0405899602699765
cellular response to organonitrogen compound	STAT4	ENSG00000138378.19	chr2	0.496328749811709	0.306466682994062	0.686190816629356	3.82498212874464e-07	0.000111546905129349
modulation of chemical synaptic transmission	MCTP2	ENSG00000140563.15	chr15	0.492415554666459	0.165500977560889	0.819330131772029	0.00321577227575328	0.0248552033716669
second-messenger-mediated signaling	MCTP2	ENSG00000140563.15	chr15	0.492415554666459	0.165500977560889	0.819330131772029	0.00321577227575328	0.0248552033716669
regulation of anatomical structure size	RORB	ENSG00000198963.11	chr9	0.489115644877823	0.330139968336841	0.648091321418806	2.64949451436723e-09	4.28739595418442e-06
serotonin receptor signaling pathway	PROKR2	ENSG00000101292.8	chr20	0.485336048448817	0.180441837189892	0.790230259707741	0.00185569921188314	0.0175931697340499
regulation of anatomical structure size	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
actin filament-based movement	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
regulation of system process	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
cellular response to organonitrogen compound	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
second-messenger-mediated signaling	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
serotonin receptor signaling pathway	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
synaptic signaling	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
blood circulation	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
regulation of transmembrane transport	CHRM3	ENSG00000133019.12	chr1	0.483749360369753	0.281269469072262	0.686229251667244	3.34513917753662e-06	0.000410373890796238
Neuronal System	EIF4A1	ENSG00000161960.16	chr17	0.481239414420569	0.188404415318503	0.774074413522634	0.00131637428185943	0.0143948623281514
actin filament-based movement	SLC38A11	ENSG00000169507.9	chr2	0.480821339919322	0.198040273261705	0.763602406576939	0.00089144521564014	0.0110038011256955
inorganic ion transmembrane transport	SLC38A11	ENSG00000169507.9	chr2	0.480821339919322	0.198040273261705	0.763602406576939	0.00089144521564014	0.0110038011256955
regulation of anatomical structure size	RGS4	ENSG00000117152.14	chr1	0.470981433113742	0.260479007588508	0.681483858638977	1.31290113410653e-05	0.000969837332553795
modulation of chemical synaptic transmission	RGS4	ENSG00000117152.14	chr1	0.470981433113742	0.260479007588508	0.681483858638977	1.31290113410653e-05	0.000969837332553795
Neuronal System	RGS4	ENSG00000117152.14	chr1	0.470981433113742	0.260479007588508	0.681483858638977	1.31290113410653e-05	0.000969837332553795
regulation of transmembrane transport	RGS4	ENSG00000117152.14	chr1	0.470981433113742	0.260479007588508	0.681483858638977	1.31290113410653e-05	0.000969837332553795
forebrain development	RGS4	ENSG00000117152.14	chr1	0.470981433113742	0.260479007588508	0.681483858638977	1.31290113410653e-05	0.000969837332553795
regulation of system process	RGS4	ENSG00000117152.14	chr1	0.470981433113742	0.260479007588508	0.681483858638977	1.31290113410653e-05	0.000969837332553795
serotonin receptor signaling pathway	RGS4	ENSG00000117152.14	chr1	0.470981433113742	0.260479007588508	0.681483858638977	1.31290113410653e-05	0.000969837332553795
cellular response to organonitrogen compound	RERG	ENSG00000134533.6	chr12	0.469044987776762	0.268678296252587	0.669411679300936	5.20773537567763e-06	0.000535226890095912
regulation of anatomical structure size	RERG	ENSG00000134533.6	chr12	0.469044987776762	0.268678296252587	0.669411679300936	5.20773537567763e-06	0.000535226890095912
inorganic ion transmembrane transport	GABRB2	ENSG00000145864.14	chr5	0.466219856559853	0.236407082203109	0.696032630916597	7.59441259617253e-05	0.00273379578303337
Signaling by Receptor Tyrosine Kinases	GABRB2	ENSG00000145864.14	chr5	0.466219856559853	0.236407082203109	0.696032630916597	7.59441259617253e-05	0.00273379578303337
cell junction organization	GABRB2	ENSG00000145864.14	chr5	0.466219856559853	0.236407082203109	0.696032630916597	7.59441259617253e-05	0.00273379578303337
cellular response to organonitrogen compound	GABRB2	ENSG00000145864.14	chr5	0.466219856559853	0.236407082203109	0.696032630916597	7.59441259617253e-05	0.00273379578303337
serotonin receptor signaling pathway	GABRB2	ENSG00000145864.14	chr5	0.466219856559853	0.236407082203109	0.696032630916597	7.59441259617253e-05	0.00273379578303337
synaptic signaling	GABRB2	ENSG00000145864.14	chr5	0.466219856559853	0.236407082203109	0.696032630916597	7.59441259617253e-05	0.00273379578303337
Neuronal System	GABRB2	ENSG00000145864.14	chr5	0.466219856559853	0.236407082203109	0.696032630916597	7.59441259617253e-05	0.00273379578303337
inorganic ion transmembrane transport	KCNT2	ENSG00000162687.19	chr1	0.45899445959433	0.222192735979399	0.695796183209261	0.000155159647790341	0.0040011441538371
regulation of transmembrane transport	KCNT2	ENSG00000162687.19	chr1	0.45899445959433	0.222192735979399	0.695796183209261	0.000155159647790341	0.0040011441538371
Neuronal System	KCNT2	ENSG00000162687.19	chr1	0.45899445959433	0.222192735979399	0.695796183209261	0.000155159647790341	0.0040011441538371
cell junction organization	CBLN4	ENSG00000054803.4	chr20	0.448767209627309	0.176999280906891	0.720535138347728	0.00124785075636667	0.0138017991163491
positive regulation of cellular component biogenesis	PHLDB2	ENSG00000144824.21	chr3	0.448654134294854	0.192567557752328	0.704740710837379	0.000620103827957106	0.00889682768930735
regulation of anatomical structure size	PHLDB2	ENSG00000144824.21	chr3	0.448654134294854	0.192567557752328	0.704740710837379	0.000620103827957106	0.00889682768930735
inorganic ion transmembrane transport	SCN7A	ENSG00000136546.16	chr2	0.443444688058079	0.188094727918708	0.698794648197451	0.000691400221170138	0.00948368407819736
Axon guidance	SCN7A	ENSG00000136546.16	chr2	0.443444688058079	0.188094727918708	0.698794648197451	0.000691400221170138	0.00948368407819736
actin filament-based movement	SCN7A	ENSG00000136546.16	chr2	0.443444688058079	0.188094727918708	0.698794648197451	0.000691400221170138	0.00948368407819736
regulation of transmembrane transport	SCN7A	ENSG00000136546.16	chr2	0.443444688058079	0.188094727918708	0.698794648197451	0.000691400221170138	0.00948368407819736
