variable	gene	gene_id	seqnames	logFC	CI.L	CI.R	P.Value	adj.P.Val
Cytoplasmic ribosomal proteins	HAAO	ENSG00000162882.15	chr2	-0.409855645050372	-0.665893625466449	-0.153817664634295	0.00174954311774939	0.0169380111610261
cellular respiration	HAAO	ENSG00000162882.15	chr2	-0.409855645050372	-0.665893625466449	-0.153817664634295	0.00174954311774939	0.0169380111610261
Cytoplasmic ribosomal proteins	ID1	ENSG00000125968.9	chr20	-0.407649994888185	-0.628968774080385	-0.186331215695985	0.00032242524951329	0.00595648292398931
regulation of protein-containing complex assembly	ID1	ENSG00000125968.9	chr20	-0.407649994888185	-0.628968774080385	-0.186331215695985	0.00032242524951329	0.00595648292398931
Cytoplasmic ribosomal proteins	RPS28	ENSG00000233927.5	chr19	-0.40580849450865	-0.586020190558948	-0.225596798458353	1.15662893404398e-05	0.000900734199846301
Cytoplasmic ribosomal proteins	EPHA8	ENSG00000070886.12	chr1	-0.402107073792863	-0.657796794166777	-0.14641735341895	0.00210366540686893	0.0189636205372681
Blood group systems biosynthesis	HYAL2	ENSG00000068001.14	chr3	-0.400639455139581	-0.631567191892477	-0.169711718386685	0.000699768278581922	0.00956458935242941
water transport	HYAL2	ENSG00000068001.14	chr3	-0.400639455139581	-0.631567191892477	-0.169711718386685	0.000699768278581922	0.00956458935242941
regulation of cysteine-type endopeptidase activity involved in apoptotic process	HYAL2	ENSG00000068001.14	chr3	-0.400639455139581	-0.631567191892477	-0.169711718386685	0.000699768278581922	0.00956458935242941
Cytoplasmic ribosomal proteins	RPL36	ENSG00000130255.13	chr19	-0.398102044724094	-0.553602135388238	-0.242601954059951	6.53560967041158e-07	0.000153012526636591
Cytoplasmic ribosomal proteins	DEGS2	ENSG00000168350.8	chr14	-0.397772655253132	-0.646855511044317	-0.148689799461947	0.00179408737005327	0.0172045579239118
small molecule catabolic process	GCK	ENSG00000106633.18	chr7	-0.397269222445939	-0.585469295260895	-0.209069149630983	3.87182615446788e-05	0.00181234687619861
Blood group systems biosynthesis	GCK	ENSG00000106633.18	chr7	-0.397269222445939	-0.585469295260895	-0.209069149630983	3.87182615446788e-05	0.00181234687619861
cellular respiration	GCK	ENSG00000106633.18	chr7	-0.397269222445939	-0.585469295260895	-0.209069149630983	3.87182615446788e-05	0.00181234687619861
regulation of protein-containing complex assembly	CLDN5	ENSG00000184113.10	chr22	-0.39455685524059	-0.653170729443986	-0.135942981037194	0.00284496430082773	0.0231385931772809
nucleoside metabolic process	NME3	ENSG00000103024.8	chr16	-0.3933528219372	-0.635716972274101	-0.150988671600299	0.0015095459625065	0.0156162584874032
cellular respiration	NME3	ENSG00000103024.8	chr16	-0.3933528219372	-0.635716972274101	-0.150988671600299	0.0015095459625065	0.0156162584874032
Pyrimidine metabolism	NME3	ENSG00000103024.8	chr16	-0.3933528219372	-0.635716972274101	-0.150988671600299	0.0015095459625065	0.0156162584874032
small molecule catabolic process	GPIHBP1	ENSG00000277494.2	chr8	-0.391319439588714	-0.683667222022888	-0.0989716571545398	0.00878710728620228	0.048777903185991
acylglycerol metabolic process	GPIHBP1	ENSG00000277494.2	chr8	-0.391319439588714	-0.683667222022888	-0.0989716571545398	0.00878710728620228	0.048777903185991
mitochondrion organization	NDUFA11	ENSG00000174886.14	chr19	-0.391012942149526	-0.565960530676706	-0.216065353622347	1.34060648076936e-05	0.000970430897354272
cellular respiration	NDUFA11	ENSG00000174886.14	chr19	-0.391012942149526	-0.565960530676706	-0.216065353622347	1.34060648076936e-05	0.000970430897354272
mitochondrion organization	BOK	ENSG00000176720.6	chr2	-0.385027188702946	-0.615732919543268	-0.154321457862623	0.00110684607609827	0.0127629251197575
regulation of cysteine-type endopeptidase activity involved in apoptotic process	BOK	ENSG00000176720.6	chr2	-0.385027188702946	-0.615732919543268	-0.154321457862623	0.00110684607609827	0.0127629251197575
cellular respiration	BLOC1S1	ENSG00000135441.7	chr12	-0.384370397316879	-0.536124132519277	-0.232616662114481	8.53524857729872e-07	0.000170500606439194
mitochondrion organization	FMC1	ENSG00000164898.13	chr7	-0.375419419113927	-0.552992732296521	-0.197846105931334	3.76740400662406e-05	0.00178705990053341
regulation of lipid catabolic process	FMC1	ENSG00000164898.13	chr7	-0.375419419113927	-0.552992732296521	-0.197846105931334	3.76740400662406e-05	0.00178705990053341
fatty acid transport	GFAP	ENSG00000131095.14	chr17	-0.372263548242307	-0.603124690860698	-0.141402405623916	0.00161870113764071	0.0162404507578257
regulation of protein-containing complex assembly	GFAP	ENSG00000131095.14	chr17	-0.372263548242307	-0.603124690860698	-0.141402405623916	0.00161870113764071	0.0162404507578257
cellular respiration	ATP5ME	ENSG00000169020.10	chr4	-0.371689252476322	-0.513741449831533	-0.229637055121111	3.73375383027414e-07	0.000111546905129349
mitochondrion organization	SDHAF2	ENSG00000167985.7	chr11	-0.371481011012265	-0.524858142327626	-0.218103879696904	2.46203031354911e-06	0.000351870400756315
cellular respiration	SDHAF2	ENSG00000167985.7	chr11	-0.371481011012265	-0.524858142327626	-0.218103879696904	2.46203031354911e-06	0.000351870400756315
fatty acid transport	FABP6	ENSG00000170231.16	chr5	-0.368013544476152	-0.534821736061168	-0.201205352891136	1.72282784084167e-05	0.00111574736377431
fatty acid transport	SLC38A5	ENSG00000017483.15	chrX	-0.367202226158094	-0.631606157715223	-0.102798294600965	0.00656753688307298	0.0401932757712281
Cytoplasmic ribosomal proteins	RPS19	ENSG00000105372.8	chr19	-0.366200001644954	-0.491755962617124	-0.240644040672783	1.59933953406367e-08	1.33431956538971e-05
cellular respiration	DPM3	ENSG00000179085.8	chr1	-0.362987498503029	-0.560448432290405	-0.165526564715654	0.000331243292146472	0.00606979794898373
Blood group systems biosynthesis	DPM3	ENSG00000179085.8	chr1	-0.362987498503029	-0.560448432290405	-0.165526564715654	0.000331243292146472	0.00606979794898373
Cytoplasmic ribosomal proteins	RPLP2	ENSG00000177600.9	chr11	-0.362720963543193	-0.49302565775283	-0.232416269333556	6.69713341378419e-08	3.1661814402567e-05
VEGFA-VEGFR2 signaling	RPLP2	ENSG00000177600.9	chr11	-0.362720963543193	-0.49302565775283	-0.232416269333556	6.69713341378419e-08	3.1661814402567e-05
Cytoplasmic ribosomal proteins	RPL35	ENSG00000136942.15	chr9	-0.361472730456335	-0.498771441703245	-0.224174019209426	3.17398205606187e-07	0.000100036861113612
fatty acid transport	PLA2G2C	ENSG00000187980.7	chr1	-0.357601533048835	-0.53217236257892	-0.18303070351875	6.47192522657039e-05	0.00248084636455264
small molecule catabolic process	PLA2G2C	ENSG00000187980.7	chr1	-0.357601533048835	-0.53217236257892	-0.18303070351875	6.47192522657039e-05	0.00248084636455264
Cytoplasmic ribosomal proteins	ST6GALNAC6	ENSG00000160408.16	chr9	-0.35631201840691	-0.603922074848672	-0.108701961965149	0.00486776977278187	0.0329073301655697
Blood group systems biosynthesis	ST6GALNAC6	ENSG00000160408.16	chr9	-0.35631201840691	-0.603922074848672	-0.108701961965149	0.00486776977278187	0.0329073301655697
cellular respiration	ST6GALNAC6	ENSG00000160408.16	chr9	-0.35631201840691	-0.603922074848672	-0.108701961965149	0.00486776977278187	0.0329073301655697
Cytoplasmic ribosomal proteins	RPS9	ENSG00000170889.14	chr19	-0.356201181990945	-0.492604291268478	-0.219798072713411	3.93241574876081e-07	0.000111546905129349
Pre-NOTCH Processing in Golgi	MFNG	ENSG00000100060.18	chr22	-0.355163716797238	-0.579436644566876	-0.130890789027599	0.00195815652032945	0.0180030618218584
blastocyst hatching	MFNG	ENSG00000100060.18	chr22	-0.355163716797238	-0.579436644566876	-0.130890789027599	0.00195815652032945	0.0180030618218584
fatty acid transport	SELENOM	ENSG00000198832.10	chr22	-0.35403967254781	-0.491348097096393	-0.216731247999226	5.45737096902114e-07	0.000146041306516277
response to selenium ion	SELENOM	ENSG00000198832.10	chr22	-0.35403967254781	-0.491348097096393	-0.216731247999226	5.45737096902114e-07	0.000146041306516277
negative regulation of hydrolase activity	PCSK1N	ENSG00000102109.9	chrX	-0.353832427039475	-0.597023159422539	-0.11064169465641	0.00441796346064701	0.0310858184984246
Cytoplasmic ribosomal proteins	PCSK1N	ENSG00000102109.9	chrX	-0.353832427039475	-0.597023159422539	-0.11064169465641	0.00441796346064701	0.0310858184984246
regulation of cysteine-type endopeptidase activity involved in apoptotic process	PCSK1N	ENSG00000102109.9	chrX	-0.353832427039475	-0.597023159422539	-0.11064169465641	0.00441796346064701	0.0310858184984246
Cytoplasmic ribosomal proteins	NAALADL1	ENSG00000168060.16	chr11	-0.350093403942176	-0.596613871315169	-0.103572936569183	0.00545302092265921	0.035405179657055
regulation of cysteine-type endopeptidase activity involved in apoptotic process	MGMT	ENSG00000170430.10	chr10	-0.349098976992733	-0.507623103202577	-0.190574850782888	1.78386894932095e-05	0.00112949166554549
water transport	MGMT	ENSG00000170430.10	chr10	-0.349098976992733	-0.507623103202577	-0.190574850782888	1.78386894932095e-05	0.00112949166554549
Cytoplasmic ribosomal proteins	RPS15	ENSG00000115268.10	chr19	-0.346436705693996	-0.494383241392083	-0.198490169995909	5.1745730548505e-06	0.000535226890095912
nucleoside metabolic process	GUK1	ENSG00000143774.17	chr1	-0.345873423026275	-0.494170136351083	-0.197576709701466	5.63256113162995e-06	0.000560898493825436
cellular respiration	GUK1	ENSG00000143774.17	chr1	-0.345873423026275	-0.494170136351083	-0.197576709701466	5.63256113162995e-06	0.000560898493825436
cellular respiration	APOBEC3F	ENSG00000128394.17	chr22	-0.345124818597857	-0.591968379011998	-0.0982812581837152	0.00621497798406168	0.0387971094841315
small molecule catabolic process	APOBEC3F	ENSG00000128394.17	chr22	-0.345124818597857	-0.591968379011998	-0.0982812581837152	0.00621497798406168	0.0387971094841315
nucleoside metabolic process	APOBEC3F	ENSG00000128394.17	chr22	-0.345124818597857	-0.591968379011998	-0.0982812581837152	0.00621497798406168	0.0387971094841315
mitochondrion organization	MAP1LC3A	ENSG00000101460.13	chr20	-0.342448101498418	-0.499054748735532	-0.185841454261303	2.03885152488902e-05	0.00121500130997903
regulation of cysteine-type endopeptidase activity involved in apoptotic process	MAP1LC3A	ENSG00000101460.13	chr20	-0.342448101498418	-0.499054748735532	-0.185841454261303	2.03885152488902e-05	0.00121500130997903
cellular respiration	MAP1LC3A	ENSG00000101460.13	chr20	-0.342448101498418	-0.499054748735532	-0.185841454261303	2.03885152488902e-05	0.00121500130997903
Cytoplasmic ribosomal proteins	POLR2L	ENSG00000177700.6	chr11	-0.341242507146931	-0.515833373297027	-0.166651640996835	0.000136768824148281	0.00368781793326059
cellular respiration	POLR2L	ENSG00000177700.6	chr11	-0.341242507146931	-0.515833373297027	-0.166651640996835	0.000136768824148281	0.00368781793326059
Pyrimidine metabolism	POLR2L	ENSG00000177700.6	chr11	-0.341242507146931	-0.515833373297027	-0.166651640996835	0.000136768824148281	0.00368781793326059
Cytoplasmic ribosomal proteins	H1-10	ENSG00000184897.6	chr3	-0.34041387462909	-0.520318979541197	-0.160508769716983	0.000221041204095446	0.00479361987413717
Cytoplasmic ribosomal proteins	FAU	ENSG00000149806.11	chr11	-0.340129729613857	-0.462217987428143	-0.21804147179957	6.53665544213651e-08	3.1661814402567e-05
regulation of cysteine-type endopeptidase activity involved in apoptotic process	AQP5	ENSG00000161798.7	chr12	-0.338539610047792	-0.572039628271578	-0.105039591824005	0.00455774676681728	0.0316719854942525
water transport	AQP5	ENSG00000161798.7	chr12	-0.338539610047792	-0.572039628271578	-0.105039591824005	0.00455774676681728	0.0316719854942525
cellular respiration	SHPK	ENSG00000197417.9	chr17	-0.335322461389811	-0.532824776917687	-0.137820145861935	0.000907134018234394	0.0111169794115519
Blood group systems biosynthesis	SHPK	ENSG00000197417.9	chr17	-0.335322461389811	-0.532824776917687	-0.137820145861935	0.000907134018234394	0.0111169794115519
mitochondrial translation	MRPL2	ENSG00000112651.12	chr6	-0.331908546071092	-0.509692681059184	-0.154124411083001	0.000267511481179777	0.00537410104472066
Cytoplasmic ribosomal proteins	MRPL2	ENSG00000112651.12	chr6	-0.331908546071092	-0.509692681059184	-0.154124411083001	0.000267511481179777	0.00537410104472066
VEGFA-VEGFR2 signaling	RCN1	ENSG00000049449.10	chr11	-0.33153587092056	-0.482960741540762	-0.180111000300359	1.99097861603309e-05	0.00119984730953529
Cytoplasmic ribosomal proteins	TST	ENSG00000128311.14	chr22	-0.331230159591343	-0.505480052443501	-0.156980266739186	0.000206873550615701	0.00463520942872431
small molecule catabolic process	TST	ENSG00000128311.14	chr22	-0.331230159591343	-0.505480052443501	-0.156980266739186	0.000206873550615701	0.00463520942872431
Cytoplasmic ribosomal proteins	IKBKE	ENSG00000263528.8	chr1	-0.331080168262355	-0.566184806636884	-0.0959755298878257	0.00585472133367584	0.037269978759212
regulation of protein-containing complex assembly	IKBKE	ENSG00000263528.8	chr1	-0.331080168262355	-0.566184806636884	-0.0959755298878257	0.00585472133367584	0.037269978759212
regulation of protein-containing complex assembly	PPP1R35	ENSG00000160813.7	chr7	-0.331012966531018	-0.577691794731664	-0.0843341383303721	0.00862111236037341	0.0481201245994396
negative regulation of hydrolase activity	PPP1R35	ENSG00000160813.7	chr7	-0.331012966531018	-0.577691794731664	-0.0843341383303721	0.00862111236037341	0.0481201245994396
regulation of lipid catabolic process	RARRES2	ENSG00000106538.10	chr7	-0.330976039543093	-0.509360497386785	-0.152591581699401	0.000291597368131605	0.00560925259505505
Cytoplasmic ribosomal proteins	LAMTOR4	ENSG00000188186.10	chr7	-0.330071244759549	-0.471335690189371	-0.188806799329727	5.4196597445938e-06	0.00054905024398267
Cytoplasmic ribosomal proteins	RPL28	ENSG00000108107.15	chr19	-0.326955510850323	-0.458290926649032	-0.195620095051614	1.29835043189196e-06	0.000221861496090646
corpus callosum development	C12orf57	ENSG00000111678.11	chr12	-0.326594659505166	-0.507163156658344	-0.146026162351988	0.000411803359055699	0.00696969814019925
Cytoplasmic ribosomal proteins	PNMT	ENSG00000141744.4	chr17	-0.325709528545606	-0.548406006704966	-0.103013050386246	0.00421691410570295	0.0300831845468254
water transport	DYNLRB1	ENSG00000125971.17	chr20	-0.324782016126625	-0.47935342581442	-0.170210606438829	4.19758283865852e-05	0.0018636679475454
Cytoplasmic ribosomal proteins	RPS21	ENSG00000171858.18	chr20	-0.324306432646082	-0.461383173760527	-0.187229691531636	4.14540589474875e-06	0.000467009853725227
water transport	NR2F6	ENSG00000160113.6	chr19	-0.323153967302271	-0.506496030738322	-0.13981190386622	0.000574883823121502	0.00856566419957056
fatty acid transport	PRAF2	ENSG00000243279.4	chrX	-0.321686787415983	-0.457062727175802	-0.186310847656164	3.76785491797193e-06	0.00044425890060323
Blood group systems biosynthesis	CHST8	ENSG00000124302.13	chr19	-0.321294467052752	-0.519545797411308	-0.123043136694196	0.00153330558053463	0.0157250670679481
cellular respiration	CHST8	ENSG00000124302.13	chr19	-0.321294467052752	-0.519545797411308	-0.123043136694196	0.00153330558053463	0.0157250670679481
Cytoplasmic ribosomal proteins	ELOB	ENSG00000103363.15	chr16	-0.320670760357266	-0.494635191036355	-0.146706329678177	0.000319092896061207	0.00590821742145705
Pyrimidine metabolism	ELOB	ENSG00000103363.15	chr16	-0.320670760357266	-0.494635191036355	-0.146706329678177	0.000319092896061207	0.00590821742145705
mitochondrion organization	PET100	ENSG00000229833.10	chr19	-0.320325682276961	-0.499650925259443	-0.141000439294479	0.000484730868207124	0.00767292176761344
cellular respiration	PET100	ENSG00000229833.10	chr19	-0.320325682276961	-0.499650925259443	-0.141000439294479	0.000484730868207124	0.00767292176761344
negative regulation of hydrolase activity	TIMP4	ENSG00000157150.5	chr3	-0.319859846028831	-0.493206470884323	-0.146513221173339	0.000314636637666683	0.00587169925266653
regulation of cysteine-type endopeptidase activity involved in apoptotic process	TIMP4	ENSG00000157150.5	chr3	-0.319859846028831	-0.493206470884323	-0.146513221173339	0.000314636637666683	0.00587169925266653
Cytoplasmic ribosomal proteins	RPL18	ENSG00000063177.13	chr19	-0.319074354261217	-0.431575963696681	-0.206572744825753	3.82929812942317e-08	2.06617088978249e-05
VEGFA-VEGFR2 signaling	RPL18A	ENSG00000105640.13	chr19	-0.319054075918451	-0.456543517207204	-0.181564634629697	6.26419129418705e-06	0.000596275336412449
Cytoplasmic ribosomal proteins	RPL18A	ENSG00000105640.13	chr19	-0.319054075918451	-0.456543517207204	-0.181564634629697	6.26419129418705e-06	0.000596275336412449
mitochondrial translation	MTG1	ENSG00000148824.19	chr10	-0.31829932952372	-0.507043781884185	-0.129554877163254	0.00098160264185095	0.0116893956921679
Cytoplasmic ribosomal proteins	MTG1	ENSG00000148824.19	chr10	-0.31829932952372	-0.507043781884185	-0.129554877163254	0.00098160264185095	0.0116893956921679
Cytoplasmic ribosomal proteins	RPL26	ENSG00000161970.15	chr17	-0.318242323777866	-0.428715761456404	-0.207768886099327	2.36764667354445e-08	1.76738593530953e-05
VEGFA-VEGFR2 signaling	RPL26	ENSG00000161970.15	chr17	-0.318242323777866	-0.428715761456404	-0.207768886099327	2.36764667354445e-08	1.76738593530953e-05
water transport	RPL26	ENSG00000161970.15	chr17	-0.318242323777866	-0.428715761456404	-0.207768886099327	2.36764667354445e-08	1.76738593530953e-05
Cytoplasmic ribosomal proteins	RHOC	ENSG00000155366.17	chr1	-0.318125123009606	-0.472880424192935	-0.163369821826278	6.10351543835294e-05	0.00238474268490798
regulation of protein-containing complex assembly	RHOC	ENSG00000155366.17	chr1	-0.318125123009606	-0.472880424192935	-0.163369821826278	6.10351543835294e-05	0.00238474268490798
VEGFA-VEGFR2 signaling	RHOC	ENSG00000155366.17	chr1	-0.318125123009606	-0.472880424192935	-0.163369821826278	6.10351543835294e-05	0.00238474268490798
Cytoplasmic ribosomal proteins	RPLP1	ENSG00000137818.12	chr15	-0.317043204157536	-0.452534720282594	-0.181551688032479	5.25455506340711e-06	0.00053615362923959
fatty acid transport	SLC25A6	ENSG00000169100.14	chrX	-0.316817103620484	-0.449682710703805	-0.183951496537163	3.49157298082315e-06	0.000419669318534023
Cytoplasmic ribosomal proteins	SLC25A6	ENSG00000169100.14	chrX	-0.316817103620484	-0.449682710703805	-0.183951496537163	3.49157298082315e-06	0.000419669318534023
mitochondrion organization	SLC25A6	ENSG00000169100.14	chrX	-0.316817103620484	-0.449682710703805	-0.183951496537163	3.49157298082315e-06	0.000419669318534023
cellular respiration	SLC25A6	ENSG00000169100.14	chrX	-0.316817103620484	-0.449682710703805	-0.183951496537163	3.49157298082315e-06	0.000419669318534023
cellular respiration	KLC1	ENSG00000126214.21	chr14	-0.316547355211058	-0.429463954155296	-0.20363075626682	5.43428233665061e-08	2.75265808502556e-05
Cytoplasmic ribosomal proteins	RPS5	ENSG00000083845.9	chr19	-0.316346894138607	-0.447701707996986	-0.184992080280228	2.79783069658797e-06	0.000381554161247185
Cytoplasmic ribosomal proteins	CENPX	ENSG00000169689.15	chr17	-0.315130181590587	-0.465122928005439	-0.165137435175735	4.20484906729555e-05	0.0018636679475454
mitochondrion organization	ALKBH7	ENSG00000125652.8	chr19	-0.313890423205246	-0.483215010198165	-0.144565836212326	0.000295164493118887	0.00562721804885234
small molecule catabolic process	ALKBH7	ENSG00000125652.8	chr19	-0.313890423205246	-0.483215010198165	-0.144565836212326	0.000295164493118887	0.00562721804885234
mitochondrion organization	ROMO1	ENSG00000125995.16	chr20	-0.312301461086245	-0.458728559794101	-0.165874362378389	3.22257928852821e-05	0.00160684332549518
regulation of cysteine-type endopeptidase activity involved in apoptotic process	ROMO1	ENSG00000125995.16	chr20	-0.312301461086245	-0.458728559794101	-0.165874362378389	3.22257928852821e-05	0.00160684332549518
Cytoplasmic ribosomal proteins	VPS37D	ENSG00000176428.6	chr7	-0.312188854246497	-0.49082511831771	-0.133552590175284	0.000639533813795043	0.00908868545195901
regulation of cysteine-type endopeptidase activity involved in apoptotic process	DUOX1	ENSG00000137857.18	chr15	-0.31131244714934	-0.445419311856552	-0.177205582442129	6.21870511552277e-06	0.000596275336412449
Cytoplasmic ribosomal proteins	DUOX1	ENSG00000137857.18	chr15	-0.31131244714934	-0.445419311856552	-0.177205582442129	6.21870511552277e-06	0.000596275336412449
blastocyst hatching	ARHGDIG	ENSG00000242173.10	chr16	-0.308077592528046	-0.485844057355836	-0.130311127700256	0.000709042820346788	0.0096141054693867
Blood group systems biosynthesis	YDJC	ENSG00000161179.14	chr22	-0.307168159137768	-0.461050449553965	-0.153285868721572	9.85562251812241e-05	0.00315855763187711
Cytoplasmic ribosomal proteins	RPL13A	ENSG00000142541.18	chr19	-0.306720224928453	-0.406487475258022	-0.206952974598885	2.72062071407035e-09	4.28739595418442e-06
VEGFA-VEGFR2 signaling	RPL13A	ENSG00000142541.18	chr19	-0.306720224928453	-0.406487475258022	-0.206952974598885	2.72062071407035e-09	4.28739595418442e-06
regulation of protein-containing complex assembly	RPL13A	ENSG00000142541.18	chr19	-0.306720224928453	-0.406487475258022	-0.206952974598885	2.72062071407035e-09	4.28739595418442e-06
Cytoplasmic ribosomal proteins	RPS29	ENSG00000213741.11	chr14	-0.306390402296797	-0.419752120160701	-0.193028684432894	1.5560059668571e-07	6.13023128553728e-05
mitochondrion organization	GFER	ENSG00000127554.13	chr16	-0.305088585623527	-0.472978038876977	-0.137199132370076	0.000386952511884987	0.00667844392115897
regulation of protein-containing complex assembly	ARL2	ENSG00000213465.8	chr11	-0.302633252486442	-0.455598180658907	-0.149668324313977	0.000113361195688505	0.00340635982722472
negative regulation of hydrolase activity	ARL2	ENSG00000213465.8	chr11	-0.302633252486442	-0.455598180658907	-0.149668324313977	0.000113361195688505	0.00340635982722472
blastocyst hatching	RPL13	ENSG00000167526.14	chr16	-0.301077390023659	-0.407154295049325	-0.195000484997993	3.74329300382346e-08	2.06617088978249e-05
Cytoplasmic ribosomal proteins	RPL13	ENSG00000167526.14	chr16	-0.301077390023659	-0.407154295049325	-0.195000484997993	3.74329300382346e-08	2.06617088978249e-05
regulation of protein-containing complex assembly	RAMP2	ENSG00000131477.11	chr17	-0.300794123637818	-0.513731979113604	-0.0878562681620315	0.00570451265013452	0.0365269087660758
regulation of protein-containing complex assembly	TENM1	ENSG00000009694.13	chrX	-0.299867496724084	-0.493792364027029	-0.105942629421139	0.00249377347431421	0.0213067404736135
regulation of cysteine-type endopeptidase activity involved in apoptotic process	RPS6KA1	ENSG00000117676.14	chr1	-0.299574731001551	-0.457552234797317	-0.141597227205784	0.000214214763156903	0.0047112301691751
cellular respiration	RPS6KA1	ENSG00000117676.14	chr1	-0.299574731001551	-0.457552234797317	-0.141597227205784	0.000214214763156903	0.0047112301691751
negative regulation of hydrolase activity	RPS6KA1	ENSG00000117676.14	chr1	-0.299574731001551	-0.457552234797317	-0.141597227205784	0.000214214763156903	0.0047112301691751
Cytoplasmic ribosomal proteins	RPS6KA1	ENSG00000117676.14	chr1	-0.299574731001551	-0.457552234797317	-0.141597227205784	0.000214214763156903	0.0047112301691751
mitochondrion organization	NDUFA3	ENSG00000170906.16	chr19	-0.298957532059537	-0.460114788740069	-0.137800275379006	0.000292341793830763	0.0056106680133988
cellular respiration	NDUFA3	ENSG00000170906.16	chr19	-0.298957532059537	-0.460114788740069	-0.137800275379006	0.000292341793830763	0.0056106680133988
small molecule catabolic process	HOGA1	ENSG00000241935.9	chr10	-0.298278550332824	-0.501874579573713	-0.0946825210919337	0.0041532576526508	0.0297804111666058
Cytoplasmic ribosomal proteins	HOGA1	ENSG00000241935.9	chr10	-0.298278550332824	-0.501874579573713	-0.0946825210919337	0.0041532576526508	0.0297804111666058
Cytoplasmic ribosomal proteins	ATP6V0B	ENSG00000117410.14	chr1	-0.2961667092253	-0.424493656850634	-0.167839761599966	7.0217934437641e-06	0.000642516751051008
